"id","segment_1","segment_2","segment_3","segment_4","segment_5","segment_6","segment_7","created_at","updated_at","deleted_at","all_segments_search","industry_name","upto_segment_3_search"
b236d0b2-4702-4166-9128-bf1e1bbed3b2,C.A.S.E & Construction,Coatings,Coating Raw Materials,Additives,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'addit':7 'c.a.s.e':1 'chemic':8 'coat':3,4 'construct':2 'materi':6,9 'nutrit':11 'raw':5",Chemicals Materials and Nutrition,"'c.a.s.e':1 'chemic':7 'coat':3,4 'construct':2 'materi':6,8 'nutrit':10 'raw':5"
c609aeef-eb8b-4c5c-89e1-7514520606d3,C.A.S.E & Construction,Coatings,Coating Raw Materials,Solvents,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'c.a.s.e':1 'chemic':8 'coat':3,4 'construct':2 'materi':6,9 'nutrit':11 'raw':5 'solvent':7",Chemicals Materials and Nutrition,"'c.a.s.e':1 'chemic':7 'coat':3,4 'construct':2 'materi':6,8 'nutrit':10 'raw':5"
"3c4ec982-4219-4da5-8181-d13f7afe43ce",C.A.S.E & Construction,Adhesives & Sealants,,,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,'adhes':3 'c.a.s.e':1 'chemic':5 'construct':2 'materi':6 'nutrit':8 'sealant':4,Chemicals Materials and Nutrition,'adhes':3 'c.a.s.e':1 'chemic':5 'construct':2 'materi':6 'nutrit':8 'sealant':4
"80386427-1f67-4020-9390-20a6657cf77e",C.A.S.E & Construction,Adhesives & Sealants,Construction Adhesives & Sealants,,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2,5 'materi':9 'nutrit':11 'sealant':4,7",Chemicals Materials and Nutrition,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2,5 'materi':9 'nutrit':11 'sealant':4,7"
ffbc3cbd-1e43-4826-bc95-b8dd16d340e2,C.A.S.E & Construction,Construction Materials,Construction Chemicals,,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'c.a.s.e':1 'chemic':6,7 'construct':2,3,5 'materi':4,8 'nutrit':10",Chemicals Materials and Nutrition,"'c.a.s.e':1 'chemic':6,7 'construct':2,3,5 'materi':4,8 'nutrit':10"
"62660909-ba1d-46d3-ae6b-81901396157e",C.A.S.E & Construction,Adhesives & Sealants,Construction Adhesives & Sealants,Construction Adhesives,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,6,9 'c.a.s.e':1 'chemic':10 'construct':2,5,8 'materi':11 'nutrit':13 'sealant':4,7",Chemicals Materials and Nutrition,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2,5 'materi':9 'nutrit':11 'sealant':4,7"
c5706fd8-eb4a-4fbc-b488-de5ea25b74a0,C.A.S.E & Construction,Adhesives & Sealants,Construction Adhesives & Sealants,Construction Sealants,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,6 'c.a.s.e':1 'chemic':10 'construct':2,5,8 'materi':11 'nutrit':13 'sealant':4,7,9",Chemicals Materials and Nutrition,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2,5 'materi':9 'nutrit':11 'sealant':4,7"
dd5a6717-43eb-4cdd-8a64-aaa0d4f14c03,C.A.S.E & Construction,Adhesives & Sealants,Construction Adhesives & Sealants,Chemical Anchors,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,6 'anchor':9 'c.a.s.e':1 'chemic':8,10 'construct':2,5 'materi':11 'nutrit':13 'sealant':4,7",Chemicals Materials and Nutrition,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2,5 'materi':9 'nutrit':11 'sealant':4,7"
"919635ba-8b15-4a50-ab99-c4e83726b075",C.A.S.E & Construction,Adhesives & Sealants,Packaging Adhesives & Sealants,,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2 'materi':9 'nutrit':11 'packag':5 'sealant':4,7",Chemicals Materials and Nutrition,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2 'materi':9 'nutrit':11 'packag':5 'sealant':4,7"
f105a37e-ee28-4e59-b7f7-3e3c27298b70,C.A.S.E & Construction,Adhesives & Sealants,Packaging Adhesives & Sealants,Flexible packaging adhesives,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,6,10 'c.a.s.e':1 'chemic':11 'construct':2 'flexibl':8 'materi':12 'nutrit':14 'packag':5,9 'sealant':4,7",Chemicals Materials and Nutrition,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2 'materi':9 'nutrit':11 'packag':5 'sealant':4,7"
"4dd72205-0a25-4b4a-b37d-f6b20ee79fc7",C.A.S.E & Construction,Adhesives & Sealants,Packaging Adhesives & Sealants,Other packaging adhesives & sealants,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,6,10 'c.a.s.e':1 'chemic':12 'construct':2 'materi':13 'nutrit':15 'packag':5,9 'sealant':4,7,11",Chemicals Materials and Nutrition,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2 'materi':9 'nutrit':11 'packag':5 'sealant':4,7"
"83e9b9a6-6e4b-4f7b-9529-8e017f1ae6e6",C.A.S.E & Construction,Adhesives & Sealants,Transportation Adhesives & Sealants,,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2 'materi':9 'nutrit':11 'sealant':4,7 'transport':5",Chemicals Materials and Nutrition,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2 'materi':9 'nutrit':11 'sealant':4,7 'transport':5"
a0321bf9-6417-49ee-a9b0-ee2079745395,C.A.S.E & Construction,Adhesives & Sealants,Transportation Adhesives & Sealants,Automotive Adhesives & Sealants,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,6,9 'automot':8 'c.a.s.e':1 'chemic':11 'construct':2 'materi':12 'nutrit':14 'sealant':4,7,10 'transport':5",Chemicals Materials and Nutrition,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2 'materi':9 'nutrit':11 'sealant':4,7 'transport':5"
"3d1c5411-52bd-4f1f-be83-e9d5c8ae5e4b",C.A.S.E & Construction,Adhesives & Sealants,Transportation Adhesives & Sealants,Automotive Adhesives & Sealants,Automotive OEM Adhesives & Sealants,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,6,9,13 'automot':8,11 'c.a.s.e':1 'chemic':15 'construct':2 'materi':16 'nutrit':18 'oem':12 'sealant':4,7,10,14 'transport':5",Chemicals Materials and Nutrition,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2 'materi':9 'nutrit':11 'sealant':4,7 'transport':5"
"29a346fe-7c16-4bc8-a727-fb2831758556",C.A.S.E & Construction,Adhesives & Sealants,Transportation Adhesives & Sealants,Automotive Adhesives & Sealants,Automotive Aftermarket & Repair Adhesives & Sealants,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,6,9,14 'aftermarket':12 'automot':8,11 'c.a.s.e':1 'chemic':16 'construct':2 'materi':17 'nutrit':19 'repair':13 'sealant':4,7,10,15 'transport':5",Chemicals Materials and Nutrition,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2 'materi':9 'nutrit':11 'sealant':4,7 'transport':5"
abeeac82-059a-4e94-873c-115650f17fcc,C.A.S.E & Construction,Adhesives & Sealants,Transportation Adhesives & Sealants,Aerospace Adhesives & Sealants,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,6,9 'aerospac':8 'c.a.s.e':1 'chemic':11 'construct':2 'materi':12 'nutrit':14 'sealant':4,7,10 'transport':5",Chemicals Materials and Nutrition,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2 'materi':9 'nutrit':11 'sealant':4,7 'transport':5"
dd87903b-59e8-44a8-a05d-128a126c4163,C.A.S.E & Construction,Adhesives & Sealants,Transportation Adhesives & Sealants,Adhesives & Sealants for other forms of transport,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,6,8 'c.a.s.e':1 'chemic':15 'construct':2 'form':12 'materi':16 'nutrit':18 'sealant':4,7,9 'transport':5,14",Chemicals Materials and Nutrition,"'adhes':3,6 'c.a.s.e':1 'chemic':8 'construct':2 'materi':9 'nutrit':11 'sealant':4,7 'transport':5"
b984ad75-dd6e-4389-a3f1-7e6a82355274,C.A.S.E & Construction,Adhesives & Sealants,Industrial Assembly Adhesives & Sealants,,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,7 'assembl':6 'c.a.s.e':1 'chemic':9 'construct':2 'industri':5 'materi':10 'nutrit':12 'sealant':4,8",Chemicals Materials and Nutrition,"'adhes':3,7 'assembl':6 'c.a.s.e':1 'chemic':9 'construct':2 'industri':5 'materi':10 'nutrit':12 'sealant':4,8"
"01ea09d4-34c2-4d57-a33a-1283a06e3ce1",C.A.S.E & Construction,Adhesives & Sealants,Industrial Assembly Adhesives & Sealants,Woodworking adhesives,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,7,10 'assembl':6 'c.a.s.e':1 'chemic':11 'construct':2 'industri':5 'materi':12 'nutrit':14 'sealant':4,8 'woodwork':9",Chemicals Materials and Nutrition,"'adhes':3,7 'assembl':6 'c.a.s.e':1 'chemic':9 'construct':2 'industri':5 'materi':10 'nutrit':12 'sealant':4,8"
be9e0a0a-cfd9-4b48-8ccc-480a291bef32,C.A.S.E & Construction,Adhesives & Sealants,Industrial Assembly Adhesives & Sealants,"Adhesives for footwear, leather goods etc.",,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,7,9 'assembl':6 'c.a.s.e':1 'chemic':15 'construct':2 'etc':14 'footwear':11 'good':13 'industri':5 'leather':12 'materi':16 'nutrit':18 'sealant':4,8",Chemicals Materials and Nutrition,"'adhes':3,7 'assembl':6 'c.a.s.e':1 'chemic':9 'construct':2 'industri':5 'materi':10 'nutrit':12 'sealant':4,8"
"6d241705-1144-47c2-bc68-e4c0449df51a",C.A.S.E & Construction,Adhesives & Sealants,Industrial Assembly Adhesives & Sealants,"Adhesives for nonwovens, disposables etc.",,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,7,9 'assembl':6 'c.a.s.e':1 'chemic':14 'construct':2 'dispos':12 'etc':13 'industri':5 'materi':15 'nonwoven':11 'nutrit':17 'sealant':4,8",Chemicals Materials and Nutrition,"'adhes':3,7 'assembl':6 'c.a.s.e':1 'chemic':9 'construct':2 'industri':5 'materi':10 'nutrit':12 'sealant':4,8"
"37090110-d997-412b-9ae5-8fe5f86ae38e",C.A.S.E & Construction,Adhesives & Sealants,Industrial Assembly Adhesives & Sealants,Glass bonding adhesives,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,7,11 'assembl':6 'bond':10 'c.a.s.e':1 'chemic':12 'construct':2 'glass':9 'industri':5 'materi':13 'nutrit':15 'sealant':4,8",Chemicals Materials and Nutrition,"'adhes':3,7 'assembl':6 'c.a.s.e':1 'chemic':9 'construct':2 'industri':5 'materi':10 'nutrit':12 'sealant':4,8"
b3e1b38f-ad4b-4818-8e32-b398e777232a,C.A.S.E & Construction,Adhesives & Sealants,Industrial Assembly Adhesives & Sealants,Paper & bookbinding adhesives,,,,2023-01-16 13:02:46.000,2023-01-16 13:02:46.000,,"'adhes':3,7,11 'assembl':6 'bookbind':10 'c.a.s.e':1 'chemic':12 'construct':2 'industri':5 'materi':13 'nutrit':15 'paper':9 'sealant':4,8",Chemicals Materials and Nutrition,"'adhes':3,7 'assembl':6 'c.a.s.e':1 'chemic':9 'construct':2 'industri':5 'materi':10 'nutrit':12 'sealant':4,8"
